id,label,confidence,used_vote,valid,reason,checks,vote_dist,roi_meta
TEST_024,1,0.39,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c5/n4/u1) / hole2=connected(c8/n1/u1) / hole3=not_connected(c1/n8/u1). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: not at 12 o'clock or gap present = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: lead not at 12 o'clock and a gap is present between lead and hole = not_connected. || Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact and a gap between lead and hole; hole2: connected — 12 o'clock contact and no gap; hole3: not_connected — no 12 o'clock contact and a gap or missing lead.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 5, ""not_connected"": 4, ""uncertain"": 1}, ""h2"": {""connected"": 8, ""not_connected"": 1, ""uncertain"": 1}, ""h3"": {""connected"": 1, ""not_connected"": 8, ""uncertain"": 1}, ""conf_avg"": 0.39, ""first_conf"": 0.0}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_025,1,0.599,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c6/n4/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact and a gap between lead and hole observed; hole2: connected — 12 o'clock contact with no gap; hole3: not_connected — no 12 o'clock contact and gap present (no lead entering the hole). || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: not at 12 o'clock + gap present = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: gap present between lead and hole = not_connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 6, ""not_connected"": 4, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.599, ""first_conf"": 0.75}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_026,1,0.506,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c4/n6/u0) / hole2=connected(c9/n1/u0) / hole3=not_connected(c1/n9/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact and gap present between lead and hole; hole2: connected — 12 o'clock contact with no vertical gap; hole3: not_connected — no 12 o'clock contact and gap present. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: gap present (not at 12 o'clock) = not_connected; hole3: no lead engagement observed = not_connected),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 4, ""not_connected"": 6, ""uncertain"": 0}, ""h2"": {""connected"": 9, ""not_connected"": 1, ""uncertain"": 0}, ""h3"": {""connected"": 1, ""not_connected"": 9, ""uncertain"": 0}, ""conf_avg"": 0.506, ""first_conf"": 0.65}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_027,1,0.423,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n8/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c1/n9/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected — no lead at the 12 o'clock position in the left hole (gap/no contact). hole2: connected — lead is at the 12 o'clock position and descends into the center hole with no visible gap. hole3: not_connected — no lead at the 12 o'clock position in the right hole (gap/no contact). || Package: no damage (based on FULL). hole1: not_connected — 12 o'clock contact not observed; gap between lead and hole present. hole2: connected — 12 o'clock contact observed; no gap. hole3: not_connected — 12 o'clock contact not observed; gap present. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact not present + gap present = not_connected),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 1, ""not_connected"": 9, ""uncertain"": 0}, ""conf_avg"": 0.42299999999999993, ""first_conf"": 0.75}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_028,1,0.513,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n8/u0) / hole2=connected(c8/n1/u1) / hole3=connected(c5/n5/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected due to lead not at 12 o'clock and a gap between lead and hole; hole2: connected with 12 o'clock contact and no gap; hole3: connected with 12 o'clock contact and no gap. || Package: no damage (based on FULL). hole1: 12 o'clock contact not observed; gap present (hole is empty) -> not_connected. hole2: 12 o'clock contact observed; gap absent (lead enters hole) -> connected. hole3: 12 o'clock contact not observed; gap present (hole is empty) -> not_connected. || Package: no damage (based on FULL). hole1: 12 o'clock contact = absent; gap = not applicable (no lead present). hole2: 12 o'clock contact = present; gap = none (lead fully enters hole). hole3: 12 o'clock contact = absent; gap = not applicable (no lead present).),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""h2"": {""connected"": 8, ""not_connected"": 1, ""uncertain"": 1}, ""h3"": {""connected"": 5, ""not_connected"": 5, ""uncertain"": 0}, ""conf_avg"": 0.5130000000000001, ""first_conf"": 0.62}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_029,1,0.4,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n5/u3) / hole2=not_connected(c1/n6/u3) / hole3=not_connected(c1/n6/u3). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: gap present between lead and hole (not at 12 o'clock) = not_connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage observed (based on FULL). hole1: uncertain - resolution/noise prevents determining 12 o'clock contact or gap. hole2: uncertain - resolution/noise prevents determining 12 o'clock contact or gap. hole3: uncertain - resolution/noise prevents determining 12 o'clock contact or gap. || Package: no damage (based on FULL). hole1: 12 o'clock contact absent; gap between lead and hole present. hole2: 12 o'clock contact absent; gap between lead and hole present. hole3: 12 o'clock contact absent; gap between lead and hole present.),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""not_connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 5, ""uncertain"": 3}, ""h2"": {""connected"": 1, ""not_connected"": 6, ""uncertain"": 3}, ""h3"": {""connected"": 1, ""not_connected"": 6, ""uncertain"": 3}, ""conf_avg"": 0.4, ""first_conf"": 0.65}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_030,0,0.368,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c5/n4/u1) / hole2=connected(c4/n4/u2) / hole3=connected(c5/n4/u1). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap present = not_connected / hole2: no 12 o'clock contact + gap present = not_connected / hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: lead not at 12 o'clock and a gap is present between lead and hole = not_connected; hole3: lead not at 12 o'clock and a gap is present between lead and hole = not_connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 5, ""not_connected"": 4, ""uncertain"": 1}, ""h2"": {""connected"": 4, ""not_connected"": 4, ""uncertain"": 2}, ""h3"": {""connected"": 5, ""not_connected"": 4, ""uncertain"": 1}, ""conf_avg"": 0.36800000000000005, ""first_conf"": 0.65}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_031,0,0.611,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c9/n1/u0) / hole2=connected(c10/n0/u0) / hole3=connected(c6/n4/u0). | (debug samples: Package: no damage observed on FULL; edges/corners appear intact. hole1: 12 o'clock contact with no vertical gap between lead and hole; hole2: 12 o'clock contact with no vertical gap; hole3: 12 o'clock contact with no vertical gap. || Package: no damage (based on FULL). Hole1: 12 o'clock contact + no gap between lead and hole = connected; Hole2: 12 o'clock contact + no gap between lead and hole = connected; Hole3: 12 o'clock contact + no gap between lead and hole = connected. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 9, ""not_connected"": 1, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 6, ""not_connected"": 4, ""uncertain"": 0}, ""conf_avg"": 0.611, ""first_conf"": 0.8}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_032,1,0.349,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c3/n7/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact and a gap between lead and hole; hole2: connected — 12 o'clock contact with no gap; hole3: not_connected — no 12 o'clock contact and a gap between lead and hole. || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap present = not_connected; hole2: 12 o'clock contact + no gap = connected; hole3: no 12 o'clock contact + gap present = not_connected. || Package: no damage (based on FULL). hole1: not_connected (12 o'clock contact absent; gap present). hole2: connected (12 o'clock contact present; no gap). hole3: not_connected (12 o'clock contact absent; gap present).),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 3, ""not_connected"": 7, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.349, ""first_conf"": 0.72}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_033,1,0.434,True,True,Package intact (vote 9/10 on FULL). hole1=connected(c6/n4/u0) / hole2=connected(c7/n3/u0) / hole3=not_connected(c4/n5/u1). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: no 12 o'clock contact + gap present = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected. || Package: no damage (based on FULL). hole1: 12 o'clock contact not observed + gap present = not_connected. hole2: 12 o'clock contact not observed + gap present = not_connected. hole3: 12 o'clock contact not observed + gap present = not_connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 9, ""pkg_false"": 1, ""h1"": {""connected"": 6, ""not_connected"": 4, ""uncertain"": 0}, ""h2"": {""connected"": 7, ""not_connected"": 3, ""uncertain"": 0}, ""h3"": {""connected"": 4, ""not_connected"": 5, ""uncertain"": 1}, ""conf_avg"": 0.434, ""first_conf"": 0.0}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_034,1,0.514,True,True,"Package intact (vote 10/10 on FULL). hole1=connected(c6/n4/u0) / hole2=connected(c9/n1/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: not_connected (no 12 o'clock contact; gap present between lead and hole). hole2: connected (12 o'clock contact + no gap; lead descends into hole). hole3: not_connected (no 12 o'clock contact; gap present between lead and hole). || Package: no damage (based on FULL image, top/corners/edges appear intact). hole1: 12 o'clock contact = no; gap between lead and hole = present -> not_connected. hole2: 12 o'clock contact = yes; gap = no -> connected. hole3: 12 o'clock contact = no; gap = present -> not_connected.)","{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 6, ""not_connected"": 4, ""uncertain"": 0}, ""h2"": {""connected"": 9, ""not_connected"": 1, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.514, ""first_conf"": 0.75}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_035,1,0.457,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n8/u0) / hole2=connected(c7/n3/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: gap present = not_connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage detected on FULL (edges/top corners intact). hole1: not_connected — lead not at 12 o'clock contact and a gap exists between lead and hole; hole2: connected — lead at 12 o'clock with no visible gap; hole3: not_connected — no 12 o'clock contact and a gap exists between lead and hole. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""h2"": {""connected"": 7, ""not_connected"": 3, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.457, ""first_conf"": 0.65}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_036,1,0.531,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c5/n5/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: lead not at 12 o'clock and a gap is visible between lead and hole = not_connected || Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact observed; clear gap between lead and hole. hole2: connected — 12 o'clock contact observed with no gap. hole3: not_connected — no 12 o'clock contact observed; clear gap between lead and hole. || Package: no damage (based on FULL). hole1: 12 o'clock contact: not present; gap: present between lead and hole. hole2: 12 o'clock contact: present; gap: none (lead descends into hole). hole3: 12 o'clock contact: not present; gap: present.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 5, ""not_connected"": 5, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.531, ""first_conf"": 0.68}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
